number_sample,decade_site,class_site,number_site,date_site,road_site,siteID,number_tree,dbh_tree,health_tree,bark_tree,pycnidia_tree,ridge_tree,crack_tree,margin_tree,dieback_tree,infection_sample,symptom_sample,Canopy.Dieback,Notes
149,60,M,1,190,156.5592014,60M1,11,3.8,1,green,0,0,0,0,NA,1,1,NA,NA
150,60,M,1,190,156.5592014,60M1,15,5.7,1,green/grey,0,0,0,0,NA,1,1,NA,NA
151,60,M,1,190,156.5592014,60M1,16,7,1,green,0,0,1,0,NA,0,1,NA,NA
152,60,M,1,190,156.5592014,60M1,17,7.1,1,green,0,0,0,0,NA,0,1,NA,NA
153,60,M,1,190,156.5592014,60M1,18,8.4,1,green/orange,0,0,0,0,NA,0,1,NA,NA
154,60,M,1,190,156.5592014,60M1,19,11.7,1,green,0,0,0,0,NA,0,1,NA,NA
155,60,M,1,190,156.5592014,60M1,20,6.2,1,green/orange,0,0,0,0,NA,0,1,NA,NA
156,60,M,1,190,156.5592014,60M1,23,2.8,0,black,0,0,0,0,NA,0,0,NA,NA
157,60,M,1,190,156.5592014,60M1,24,4.8,0,orange/red,0,0,0,0,NA,0,0,NA,NA
158,60,M,1,190,156.5592014,60M1,25,5.5,0,orange/red,0,0,0,0,NA,0,0,NA,NA
159,60,M,4,175,1318.427381,60M4,1,8.4,1,green,0,0,0,0,NA,0,0,NA,NA
160,60,M,4,175,1318.427381,60M4,14,8.2,1,green,0,0,0,0,NA,1,0,NA,NA
161,60,M,4,175,1318.427381,60M4,2,5.6,1,green/orange,0,0,0,0,NA,1,1,NA,NA
162,60,M,4,175,1318.427381,60M4,3,8.3,1,green,0,0,0,0,NA,1,1,NA,NA
163,60,M,4,175,1318.427381,60M4,4,12.9,1,green,0,0,0,0,NA,0,1,NA,NA
164,60,M,4,175,1318.427381,60M4,13,10.2,1,green,0,0,0,0,NA,0,1,NA,NA
165,60,M,4,175,1318.427381,60M4,17,12.3,1,green,0,0,0,0,NA,1,1,NA,NA
166,60,M,4,175,1318.427381,60M4,18,9.8,1,green,0,0,0,0,NA,0,1,NA,NA
389,60,M,4,175,1318.427381,60M4,21,NA,0,orange/red,1,0,0,0,NA,0,1,NA,NA
167,60,M,5,183,367.7143523,60M5,1,10.5,1,green,0,0,0,0,NA,1,0,NA,NA
168,60,M,5,183,367.7143523,60M5,7,5.8,1,green,0,0,0,0,NA,1,0,NA,NA
169,60,M,5,183,367.7143523,60M5,8,6.9,1,green/orange,0,0,0,0,NA,1,0,NA,NA
170,60,M,5,183,367.7143523,60M5,9,7.2,1,green,0,0,0,0,NA,1,0,NA,NA
171,60,M,5,183,367.7143523,60M5,10,9.1,1,green,0,0,0,0,NA,1,0,NA,NA
172,60,M,5,183,367.7143523,60M5,12,6.4,1,green/grey,0,0,0,0,NA,1,0,NA,NA
173,60,M,5,183,367.7143523,60M5,12,12,1,green,0,0,0,0,NA,1,0,NA,NA
174,60,M,5,183,367.7143523,60M5,16,8.1,1,green/grey,0,0,0,0,NA,1,0,NA,NA
175,60,M,5,183,367.7143523,60M5,18,8.4,1,green,0,0,0,0,NA,1,0,NA,NA
176,60,M,5,183,367.7143523,60M5,20,5.6,1,green,0,0,0,0,NA,1,0,NA,NA
177,60,M,6,191,547.9144516,60M6,1,5.8,1,green,0,0,0,0,NA,0,0,NA,NA
178,60,M,6,191,547.9144516,60M6,2,9.5,1,green,0,0,0,0,NA,1,0,NA,NA
179,60,M,6,191,547.9144516,60M6,3,11.3,1,green,0,0,1,0,NA,1,1,NA,NA
180,60,M,6,191,547.9144516,60M6,7,7.3,1,green,0,0,0,0,NA,0,0,NA,NA
181,60,M,6,191,547.9144516,60M6,11,4.7,1,green,0,0,0,0,NA,0,0,NA,NA
182,60,M,6,191,547.9144516,60M6,12,6.9,1,green/orange,0,0,0,0,NA,1,0,NA,NA
183,60,M,6,191,547.9144516,60M6,14,9.4,1,green,0,0,0,0,NA,0,0,NA,NA
184,60,M,6,191,547.9144516,60M6,17,11.5,1,green,0,1,1,0,NA,0,1,NA,NA
185,60,M,6,191,547.9144516,60M6,19,12.5,1,green,0,0,0,0,NA,0,0,NA,NA
186,60,M,6,191,547.9144516,60M6,16,2.7,0,brown,0,0,0,0,NA,0,0,NA,NA
187,60,M,7,192,616.1171866,60M7,2,10.9,1,green,0,0,0,0,NA,1,0,NA,NA
188,60,M,7,192,616.1171866,60M7,5,9.2,1,green,0,0,0,0,NA,1,0,NA,NA
189,60,M,7,192,616.1171866,60M7,6,7.3,1,green,0,0,0,0,NA,0,0,NA,NA
190,60,M,7,192,616.1171866,60M7,8,10.5,1,green,0,0,0,0,NA,0,0,NA,NA
191,60,M,7,192,616.1171866,60M7,10,8.8,1,green,0,0,0,0,NA,1,0,NA,NA
192,60,M,7,192,616.1171866,60M7,11,6.4,1,green,0,0,0,0,NA,1,0,NA,NA
193,60,M,7,192,616.1171866,60M7,13,6,1,green,0,0,0,0,NA,1,0,NA,NA
194,60,M,7,192,616.1171866,60M7,14,5.8,1,green,0,0,0,0,NA,1,0,NA,NA
195,60,M,7,192,616.1171866,60M7,15,5.2,1,green,0,0,0,0,NA,1,0,NA,NA
196,60,M,7,192,616.1171866,60M7,17,4.9,1,green/orange,0,0,0,0,NA,1,1,NA,NA
197,60,M,7,192,616.1171866,60M7,19,4,1,green/grey,0,0,0,0,NA,1,1,NA,NA
198,60,M,7,192,616.1171866,60M7,7,3.1,1,green,0,0,0,0,NA,1,1,NA,NA
199,60,M,7,192,616.1171866,60M7,16,5.5,1,green/grey,0,0,0,0,NA,1,1,NA,NA
200,60,M,7,192,616.1171866,60M7,18,3.7,0,black,0,0,0,0,NA,0,0,NA,NA
392,60,M,7,192,616.1171866,60M7,20,2.2,0,black,1,0,0,0,NA,0,1,NA,NA
201,60,M,8,193,393.7562131,60M8,1,11,1,green,0,0,0,0,NA,1,0,NA,NA
202,60,M,8,193,393.7562131,60M8,2,12.5,1,green,0,0,0,0,NA,1,0,NA,NA
203,60,M,8,193,393.7562131,60M8,3,5.3,1,green,0,0,0,0,NA,1,0,NA,NA
204,60,M,8,193,393.7562131,60M8,4,8.6,1,green,0,0,0,0,NA,0,0,NA,NA
205,60,M,8,193,393.7562131,60M8,5,6.1,1,green,0,0,0,0,NA,1,0,NA,NA
206,60,M,8,193,393.7562131,60M8,6,9.3,1,green,0,0,0,0,NA,1,0,NA,NA
207,60,M,8,193,393.7562131,60M8,7,7.6,1,green,0,0,0,0,NA,1,0,NA,NA
208,60,M,8,193,393.7562131,60M8,10,10.9,1,green,0,0,0,0,NA,1,0,NA,NA
209,60,M,8,193,393.7562131,60M8,11,11.2,1,green,0,0,0,0,NA,1,0,NA,NA
210,60,M,8,193,393.7562131,60M8,13,8.8,1,green,0,0,0,0,NA,1,0,NA,NA
211,60,U,2,184,347.2587198,60U2,1,7.3,1,green,0,0,0,0,NA,NA,1,NA,NA
212,60,U,2,184,347.2587198,60U2,2,14.5,1,green,0,0,0,0,NA,NA,1,NA,NA
213,60,U,2,184,347.2587198,60U2,3,6.5,1,green,0,0,0,0,NA,NA,1,NA,NA
214,60,U,2,184,347.2587198,60U2,4,13.3,1,green,0,0,0,0,NA,NA,1,NA,NA
215,60,U,2,184,347.2587198,60U2,5,11,1,green,0,0,0,0,NA,NA,1,NA,NA
216,60,U,2,184,347.2587198,60U2,6,9.7,1,green,0,0,0,0,NA,NA,1,NA,NA
217,60,U,2,184,347.2587198,60U2,7,5.8,1,green,0,0,0,0,NA,NA,1,NA,NA
218,60,U,2,184,347.2587198,60U2,8,8.3,1,green,0,0,0,0,NA,NA,1,NA,NA
219,60,U,2,184,347.2587198,60U2,9,7.9,1,green,0,0,0,0,NA,NA,1,NA,NA
220,60,U,2,184,347.2587198,60U2,10,6.8,1,green,0,0,0,0,NA,NA,1,NA,NA
221,60,U,2,184,347.2587198,60U2,13,5.2,0,black,0,0,0,0,NA,NA,0,NA,NA
222,60,U,2,184,347.2587198,60U2,12,4.7,1,green/grey,0,0,0,0,NA,NA,1,NA,NA
223,60,U,2,184,347.2587198,60U2,14,6.9,1,green,0,0,1,0,NA,NA,1,NA,NA
224,60,U,2,184,347.2587198,60U2,15,5.3,1,green/orange,0,0,0,0,NA,NA,0,NA,NA
225,90,B,2,205,505.5550764,90B2,13,5.3,1,green,0,0,0,0,NA,0,0,NA,NA
227,90,B,5,164,367.6821746,90B5,1,3.1,1,green,0,0,0,0,NA,0,0,NA,NA
229,90,B,5,164,367.6821746,90B5,5,8.6,1,green,0,0,0,0,NA,0,0,NA,NA
231,90,B,5,164,367.6821746,90B5,4,4.6,1,green,0,0,0,0,NA,0,1,NA,NA
233,90,B,5,164,367.6821746,90B5,7,4.2,1,green/grey,0,0,0,0,NA,0,1,NA,NA
234,90,B,5,164,367.6821746,90B5,8,6.5,1,green,0,0,0,0,NA,0,1,NA,NA
235,90,B,5,164,367.6821746,90B5,10,2.5,1,green,0,0,0,0,NA,0,1,NA,NA
236,90,B,5,164,367.6821746,90B5,6,2.4,1,green,0,0,0,0,NA,0,0,NA,NA
237,90,C,10,178,497.5700894,90C10,1,2.4,1,green,0,0,0,0,NA,NA,0,NA,NA
238,90,C,10,178,497.5700894,90C10,2,2.6,1,green,0,0,0,0,NA,NA,0,NA,NA
239,90,C,10,178,497.5700894,90C10,8,3.1,1,green,0,0,0,0,NA,NA,0,NA,NA
240,90,C,10,178,497.5700894,90C10,10,2.3,1,green/orange,0,0,0,0,NA,NA,0,NA,NA
241,90,C,10,178,497.5700894,90C10,11,7.5,1,green,0,0,0,0,NA,NA,0,NA,NA
242,90,C,10,178,497.5700894,90C10,3,1.6,1,green,0,0,0,0,NA,NA,1,NA,NA
243,90,C,10,178,497.5700894,90C10,7,2.1,1,green/orange,0,0,0,0,NA,NA,1,NA,NA
244,90,C,11,204,287.1228326,90C11,12,9,1,green,0,0,0,0,NA,0,0,NA,NA
245,90,C,11,204,287.1228326,90C11,14,6.3,1,green,0,0,0,0,NA,0,0,NA,NA
246,90,C,11,204,287.1228326,90C11,15,5.1,1,green,0,0,0,0,NA,0,0,NA,NA
247,90,C,11,204,287.1228326,90C11,11,2.7,1,green/orange,0,0,0,0,NA,0,1,NA,NA
248,90,C,11,204,287.1228326,90C11,13,3,1,green/orange,0,0,0,0,NA,0,1,NA,NA
249,90,C,7,172,1101.938115,90C7,13,5.3,1,green,0,0,0,0,NA,0,1,NA,NA
250,90,C,7,172,1101.938115,90C7,14,1.8,1,green/orange,0,0,0,0,NA,0,1,NA,NA
251,90,C,7,172,1101.938115,90C7,12,0.9,1,green,0,0,0,0,NA,0,0,NA,NA
252,90,C,7,172,1101.938115,90C7,11,9.1,1,green,0,0,0,0,NA,0,0,NA,NA
253,90,C,7,172,1101.938115,90C7,15,1.3,1,green/orange,0,0,0,0,NA,0,0,NA,NA
254,90,C,9,178,370.5484991,90C9,21,2.1,1,green,0,0,0,0,NA,0,0,NA,NA
255,90,C,9,178,370.5484991,90C9,23,2.6,1,green,0,0,0,0,NA,0,0,NA,NA
256,90,C,9,178,370.5484991,90C9,24,1.1,1,green,0,0,0,0,NA,0,0,NA,NA
257,90,C,9,178,370.5484991,90C9,25,2,1,green,0,0,0,0,NA,0,0,NA,NA
394,90,C,9,178,370.5484991,90C9,22,1.2,0,brown,1,0,0,0,NA,0,1,NA,NA
258,90,M,1,170,311.788644,90M1,1,4.3,1,green,0,0,0,0,NA,0,0,NA,NA
259,90,M,1,170,311.788644,90M1,2,1.8,1,green,0,0,0,0,NA,0,0,NA,NA
260,90,M,1,170,311.788644,90M1,3,5.2,1,green,0,0,0,0,NA,0,0,NA,NA
261,90,M,1,170,311.788644,90M1,4,4.3,1,green,0,0,0,0,NA,NA,0,NA,NA
262,90,M,1,170,311.788644,90M1,5,1.8,1,green,0,0,0,0,NA,NA,0,NA,NA
263,90,M,1,170,311.788644,90M1,6,2.3,1,green,0,0,0,0,NA,NA,0,NA,NA
264,90,M,1,170,311.788644,90M1,7,5.2,1,green,0,0,0,0,NA,NA,0,NA,NA
265,90,M,1,170,311.788644,90M1,8,2.2,1,green,0,0,0,0,NA,NA,0,NA,NA
266,90,M,1,170,311.788644,90M1,9,5.6,1,green,0,0,0,0,NA,NA,0,NA,NA
267,90,M,1,170,311.788644,90M1,10,4.4,1,green,0,0,0,0,NA,NA,0,NA,NA
268,90,M,1,170,311.788644,90M1,11,4.7,1,green,0,0,0,0,NA,NA,1,NA,NA
269,90,M,1,170,311.788644,90M1,13,6.3,1,green,0,1,1,0,NA,NA,1,NA,NA
270,90,M,1,170,311.788644,90M1,15,1.2,0,orange,0,0,0,0,NA,NA,0,NA,NA
395,90,M,1,170,311.788644,90M1,12,1.6,0,orange,1,0,0,0,NA,NA,1,NA,NA
396,90,M,1,170,311.788644,90M1,14,1.8,0,orange,1,0,0,0,NA,NA,1,NA,NA
271,90,M,2,171,661.1081518,90M2,6,4.7,1,green,0,0,0,0,NA,NA,0,NA,NA
272,90,M,2,171,661.1081518,90M2,13,7.9,1,green,0,0,0,0,NA,NA,0,NA,NA
273,90,M,2,171,661.1081518,90M2,14,4.4,1,green,0,0,0,0,NA,NA,0,NA,NA
274,90,M,2,171,661.1081518,90M2,15,5.6,1,green,0,0,0,0,NA,NA,0,NA,NA
275,90,M,2,171,661.1081518,90M2,16,6.3,1,green,0,0,0,0,NA,NA,0,NA,NA
276,90,M,2,171,661.1081518,90M2,17,6.9,1,green,0,0,0,0,NA,NA,0,NA,NA
277,90,M,2,171,661.1081518,90M2,18,4.1,1,green,0,0,0,0,NA,NA,0,NA,NA
278,90,M,2,171,661.1081518,90M2,19,9.2,1,green,0,0,0,0,NA,NA,0,NA,NA
279,90,M,2,171,661.1081518,90M2,20,6.5,1,green,0,0,0,0,NA,NA,0,NA,NA
280,90,M,2,171,661.1081518,90M2,12,3.9,1,green,0,0,0,0,NA,NA,1,NA,NA
281,90,M,3,171,624.8260704,90M3,11,5.8,1,green,0,0,0,0,NA,NA,0,NA,NA
282,90,M,3,171,624.8260704,90M3,12,8.1,1,green,0,0,0,0,NA,NA,0,NA,NA
283,90,M,3,171,624.8260704,90M3,13,6.2,1,green,0,0,0,0,NA,NA,0,NA,NA
284,90,M,3,171,624.8260704,90M3,14,2.8,1,green,0,0,0,0,NA,NA,0,NA,NA
285,90,M,3,171,624.8260704,90M3,15,5,1,green,0,0,0,0,NA,NA,0,NA,NA
286,90,M,3,171,624.8260704,90M3,16,7.2,1,green,0,0,0,0,NA,NA,0,NA,NA
287,90,M,3,171,624.8260704,90M3,17,3.8,1,green,0,0,0,0,NA,NA,0,NA,NA
288,90,M,3,171,624.8260704,90M3,18,2.9,1,green,0,0,0,0,NA,NA,0,NA,NA
289,90,M,3,171,624.8260704,90M3,19,1.8,1,green,0,0,0,0,NA,NA,0,NA,NA
290,90,M,3,171,624.8260704,90M3,20,11.2,1,green,0,0,0,0,NA,NA,0,NA,NA
291,90,M,5,170,689.6123487,90M5,21,5.4,1,green,0,0,0,0,NA,0,0,NA,NA
292,90,M,5,170,689.6123487,90M5,22,3.4,1,green,0,0,0,0,NA,0,0,NA,NA
293,90,M,5,170,689.6123487,90M5,24,3.5,1,green,0,0,0,0,NA,1,0,NA,NA
294,90,M,5,170,689.6123487,90M5,25,3,1,green,0,0,0,0,NA,1,0,NA,NA
295,90,M,5,170,689.6123487,90M5,23,3.2,1,green,0,0,0,0,NA,1,1,NA,NA
356,90,M,6,151,184.6078386,90M6,1,NA,1,green,0,0,0,0,NA,NA,0,NA,NA
357,90,M,6,151,184.6078386,90M6,2,NA,1,green,0,0,0,0,NA,NA,0,NA,NA
358,90,M,6,151,184.6078386,90M6,6,NA,1,green,0,0,0,0,NA,NA,0,NA,NA
359,90,M,6,151,184.6078386,90M6,9,NA,1,green,0,0,0,0,NA,NA,0,NA,NA
360,90,M,6,151,184.6078386,90M6,12,NA,1,green,0,0,0,0,NA,NA,0,NA,NA
361,90,M,6,151,184.6078386,90M6,14,NA,1,green,0,0,0,0,NA,NA,0,NA,NA
362,90,M,6,151,184.6078386,90M6,15,NA,1,green,0,0,0,0,NA,NA,0,NA,NA
363,90,M,6,151,184.6078386,90M6,18,NA,1,green,0,0,0,0,NA,NA,0,NA,NA
364,90,M,6,151,184.6078386,90M6,19,NA,1,green,0,0,0,0,NA,NA,0,NA,NA
365,90,M,6,151,184.6078386,90M6,20,NA,1,green,0,0,0,0,NA,NA,0,NA,NA
296,90,M,7,171,543.408807,90M7,11,5.3,1,green,0,0,0,0,NA,1,0,NA,NA
297,90,M,7,171,543.408807,90M7,14,8.1,1,green,0,0,0,0,NA,1,0,NA,NA
298,90,M,7,171,543.408807,90M7,12,1.2,0,orange,0,0,0,0,NA,0,0,NA,NA
299,90,M,7,171,543.408807,90M7,15,1.1,0,black,0,0,0,0,NA,0,0,NA,NA
397,90,M,7,171,543.408807,90M7,13,1.6,0,black,1,0,0,0,NA,0,1,NA,NA
300,90,U,1,172,166.7923445,90U1,11,1.3,1,green,0,0,0,0,NA,NA,0,NA,NA
301,90,U,1,172,166.7923445,90U1,14,1.3,1,green/grey,0,0,0,0,NA,NA,0,NA,NA
302,90,U,1,172,166.7923445,90U1,15,1.2,1,green,0,0,0,0,NA,NA,0,NA,NA
303,90,U,1,172,166.7923445,90U1,16,5.2,1,green,0,0,0,0,NA,1,0,NA,NA
304,90,U,1,172,166.7923445,90U1,17,2,1,green,0,0,0,0,NA,0,0,NA,NA
305,90,U,1,172,166.7923445,90U1,20,1.6,1,green,0,0,0,0,NA,0,0,NA,NA
306,90,U,1,172,166.7923445,90U1,1,1.6,1,green,0,0,0,0,NA,0,1,NA,NA
307,90,U,1,172,166.7923445,90U1,4,1.8,1,green,0,0,0,0,NA,0,1,NA,NA
308,90,U,1,172,166.7923445,90U1,18,1.4,1,orange,0,0,0,0,NA,0,1,NA,NA
309,90,U,1,172,166.7923445,90U1,19,1.9,1,green/orange,0,0,0,0,NA,0,1,NA,NA
310,90,U,2,172,449.5198402,90U2,4,1.9,1,green,0,0,0,0,NA,0,0,NA,NA
311,90,U,2,172,449.5198402,90U2,6,1.1,1,green,0,0,0,0,NA,0,0,NA,NA
312,90,U,2,172,449.5198402,90U2,8,1,1,green,0,0,0,0,NA,0,0,NA,NA
313,90,U,2,172,449.5198402,90U2,9,2.3,1,green,0,0,0,0,NA,0,0,NA,NA
314,90,U,2,172,449.5198402,90U2,12,0.5,1,green,0,0,0,0,NA,0,0,NA,NA
315,90,U,2,172,449.5198402,90U2,13,1,1,green,0,0,0,0,NA,0,0,NA,NA
316,90,U,2,172,449.5198402,90U2,15,0.8,1,green,0,0,0,0,NA,0,0,NA,NA
317,90,U,2,172,449.5198402,90U2,19,0.7,1,green,0,0,0,0,NA,0,0,NA,NA
318,90,U,2,172,449.5198402,90U2,20,0.8,1,green,0,0,0,0,NA,0,0,NA,NA
319,90,U,2,172,449.5198402,90U2,2,1.5,1,green/orange,0,0,0,0,NA,0,1,NA,NA
320,90,U,3,169,457.3661703,90U3,1,4.5,1,green,0,0,0,0,NA,1,0,NA,NA
321,90,U,3,169,457.3661703,90U3,2,4,1,green,0,0,0,0,NA,0,0,NA,NA
322,90,U,3,169,457.3661703,90U3,4,3.2,1,green,0,0,0,0,NA,1,0,NA,NA
323,90,U,3,169,457.3661703,90U3,5,6.4,1,green,0,0,0,0,NA,1,0,NA,NA
324,90,U,3,169,457.3661703,90U3,6,6.2,1,green,0,0,0,0,NA,1,0,NA,NA
325,90,U,3,169,457.3661703,90U3,7,5.7,1,green,0,0,0,0,NA,1,0,NA,NA
326,90,U,3,169,457.3661703,90U3,8,2.5,1,green,0,0,0,0,NA,1,0,NA,NA
327,90,U,3,169,457.3661703,90U3,9,4,1,green,0,0,0,0,NA,0,0,NA,NA
328,90,U,3,169,457.3661703,90U3,10,5.1,1,green,0,0,0,0,NA,0,0,NA,NA
329,90,U,3,169,457.3661703,90U3,3,3.6,1,green,0,0,0,0,NA,1,1,NA,NA
330,90,U,4,165,500.2062126,90U4,1,1.4,1,green,0,0,0,0,NA,1,0,NA,NA
331,90,U,4,165,500.2062126,90U4,2,1.3,1,green,0,0,0,0,NA,1,0,NA,NA
332,90,U,4,165,500.2062126,90U4,3,1.9,1,green,0,0,0,0,NA,1,0,NA,NA
333,90,U,4,165,500.2062126,90U4,4,1.9,1,green,0,0,0,0,NA,1,1,NA,NA
334,90,U,4,165,500.2062126,90U4,5,0.9,1,green,0,0,0,0,NA,1,1,NA,NA
335,90,U,4,165,500.2062126,90U4,8,2.3,1,green,0,0,0,0,NA,1,1,NA,NA
336,90,U,4,165,500.2062126,90U4,9,1.6,1,green,0,0,0,0,NA,1,1,NA,NA
337,90,U,4,165,500.2062126,90U4,10,2.6,1,green,0,0,0,0,NA,1,1,NA,NA
399,90,U,4,165,500.2062126,90U4,7,2.6,1,green,1,0,0,0,NA,1,1,NA,NA
338,90,U,5,166,637.9902067,90U5,3,3.6,1,green,0,0,0,0,NA,0,0,NA,NA
339,90,U,5,166,637.9902067,90U5,7,3.2,1,green,0,0,0,0,NA,0,0,NA,NA
340,90,U,5,166,637.9902067,90U5,15,4,1,green,0,0,0,0,NA,0,0,NA,NA
341,90,U,5,166,637.9902067,90U5,5,2.8,1,green/orange,0,0,0,0,NA,0,0,NA,NA
342,90,U,5,166,637.9902067,90U5,10,2.5,1,green,0,0,0,0,NA,0,1,NA,NA
343,90,U,5,166,637.9902067,90U5,13,3,1,green,0,0,0,0,NA,0,0,NA,NA
344,90,U,5,166,637.9902067,90U5,14,7.1,1,green,0,0,0,0,NA,0,0,NA,NA
345,90,U,6,169,621.2947634,90U6,1,4.2,1,green,0,0,0,0,NA,1,0,NA,NA
346,90,U,6,169,621.2947634,90U6,3,7.5,1,green,0,0,0,0,NA,0,0,NA,NA
347,90,U,6,169,621.2947634,90U6,4,5.3,1,green,0,0,0,0,NA,1,0,NA,NA
348,90,U,6,169,621.2947634,90U6,5,4.8,1,green,0,0,0,0,NA,1,0,NA,NA
349,90,U,6,169,621.2947634,90U6,7,4.3,1,green,0,0,0,0,NA,1,0,NA,NA
350,90,U,6,169,621.2947634,90U6,6,6.5,1,green,0,0,0,0,NA,0,0,NA,NA
351,90,U,6,169,621.2947634,90U6,10,2.2,1,green,0,0,0,0,NA,0,0,NA,NA
352,90,U,6,169,621.2947634,90U6,12,4.3,1,green,0,0,0,0,NA,1,0,NA,NA
353,90,U,6,169,621.2947634,90U6,14,5.9,1,green,0,0,0,0,NA,1,0,NA,NA
354,90,U,6,169,621.2947634,90U6,15,6.5,1,green,0,0,0,0,NA,1,0,NA,NA
400,XX,C,5,163,578.7252963,XXC5,11,6.3,0,orange/red,1,0,0,0,NA,0,1,NA,NA
355,XX,X,1,150,273.3305926,XXX1,31,12.3,0,black,0,0,0,0,NA,0,0,NA,NA
401,XX,X,1,150,273.3305926,XXX1,32,15.2,1,orange,1,0,1,0,NA,1,1,NA,NA
402,XX,X,1,150,273.3305926,XXX1,33,13.9,1,green,0,0,0,0,NA,1,0,NA,NA
403,XX,X,1,150,273.3305926,XXX1,34,15.8,1,green,0,0,0,0,NA,1,0,NA,NA
404,XX,X,1,150,273.3305926,XXX1,35,16.3,0,black,1,0,0,0,NA,0,1,NA,NA
